399324 深证红利 日线 前复权
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
2006-10-30,1841.23,1857.49,1833.09,1854.76,5171612,3179409664.00
2006-10-31,1857.66,1878.49,1857.66,1875.61,4597330,3119958016.00
2006-11-01,1878.43,1894.20,1868.28,1894.03,4648175,3190960896.00
2006-11-02,1896.96,1902.53,1880.14,1899.90,5384473,3437850624.00
2006-11-03,1899.66,1929.82,1899.66,1913.82,5459172,3629996288.00
2006-11-06,1901.38,1951.82,1889.06,1951.82,5672872,3714764800.00
2006-11-07,1958.32,1961.06,1924.75,1958.33,5804235,4084743424.00
2006-11-08,1956.80,1956.80,1919.10,1920.70,3588853,2536631808.00
2006-11-09,1911.79,1958.20,1906.95,1954.47,3692580,2662049792.00
2006-11-10,1956.72,1968.79,1906.05,1918.90,5142250,3639199488.00
2006-11-13,1909.85,1927.92,1858.83,1869.56,4298665,3033286400.00
2006-11-14,1867.55,1881.65,1826.78,1879.59,3494309,2400003328.00
2006-11-15,1878.88,1950.39,1877.34,1949.60,4342740,3044127488.00
2006-11-16,1956.96,1989.61,1950.65,1952.19,5613694,4070561536.00
2006-11-17,1945.69,2003.78,1935.53,2003.78,4618009,3379740928.00
2006-11-20,2012.07,2062.24,2012.07,2062.07,6336642,4817980416.00
2006-11-21,2060.24,2080.63,2024.87,2080.54,6143820,4476550656.00
2006-11-22,2079.10,2100.99,2062.09,2075.39,6260041,4484061696.00
2006-11-23,2073.25,2104.90,2067.13,2088.00,5258185,3678082560.00
2006-11-24,2084.26,2091.39,2054.63,2083.34,5310528,3968483584.00
2006-11-27,2079.03,2119.47,2075.49,2119.47,5679834,4278368512.00
2006-11-28,2117.16,2131.34,2092.09,2106.23,4740482,3673817344.00
2006-11-29,2075.01,2148.60,2054.40,2136.06,4871338,3676277760.00
2006-11-30,2141.96,2225.16,2141.96,2225.16,7415023,5541634560.00
2006-12-01,2237.58,2285.43,2237.58,2255.78,7259262,5788753920.00
2006-12-04,2257.17,2311.40,2254.15,2311.40,7888481,5870922240.00
2006-12-05,2315.21,2358.72,2301.12,2325.10,7597166,6004701696.00
2006-12-06,2327.09,2333.85,2216.72,2282.59,7723606,5965378560.00
2006-12-07,2272.48,2331.30,2262.49,2280.01,8528029,6491600384.00
2006-12-08,2254.85,2281.19,2210.23,2211.34,7261111,5620718080.00
2006-12-11,2210.30,2319.61,2208.39,2319.61,6113881,4609285632.00
2006-12-12,2330.52,2356.42,2287.05,2334.72,6512979,5090793984.00
2006-12-13,2335.24,2347.04,2299.04,2336.63,5696457,4434636288.00
2006-12-14,2340.41,2355.75,2326.43,2349.84,5639441,4240591616.00
2006-12-15,2356.91,2401.93,2346.28,2398.78,6686581,5416816128.00
2006-12-18,2405.14,2476.05,2405.14,2468.25,8147096,6499795968.00
2006-12-19,2477.50,2492.58,2416.32,2469.50,7366424,6034796544.00
2006-12-20,2453.82,2496.51,2424.52,2496.22,5910396,4752505344.00
2006-12-21,2492.56,2495.83,2461.86,2466.48,6429390,5051081728.00
2006-12-22,2453.20,2470.08,2430.87,2436.50,4801534,3709774592.00
2006-12-25,2437.74,2521.66,2437.74,2475.12,5391386,4734933504.00
2006-12-26,2476.59,2503.82,2435.54,2466.77,5607466,4532847104.00
2006-12-27,2466.29,2514.09,2466.22,2501.39,5210990,4158915072.00
2006-12-28,2509.68,2541.96,2468.52,2483.50,5036463,4279644928.00
2006-12-29,2495.40,2564.72,2495.40,2552.90,7692526,6325437952.00
2007-01-04,2580.85,2672.25,2580.85,2598.33,11856158,9372990464.00
2007-01-05,2583.48,2639.18,2549.97,2607.99,10010902,8002670592.00
2007-01-08,2604.40,2690.30,2604.40,2689.52,9083956,7855051776.00
2007-01-09,2702.88,2794.82,2686.15,2785.56,9242446,7865559552.00
2007-01-10,2804.40,2902.62,2804.40,2902.62,9951945,9152081920.00
2007-01-11,2896.40,2942.04,2848.72,2854.91,9086772,8353715712.00
2007-01-12,2838.81,2888.29,2758.43,2780.46,8690091,7582711296.00
2007-01-15,2779.51,2960.38,2779.51,2960.16,7996443,7642549248.00
2007-01-16,2982.82,3096.30,2956.43,3087.52,8635817,8012617728.00
2007-01-17,3089.41,3094.08,2940.82,2995.08,11202390,11074000896.00
